0,1,2,3,4,5
/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000001.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000009.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000017.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000025.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000013.png,0.5
/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000009.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000017.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000025.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000033.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000021.png,0.5
/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000017.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000025.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000033.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000041.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000029.png,0.5
/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000025.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000033.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000041.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000049.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000037.png,0.5
/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000033.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000041.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000049.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000057.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000045.png,0.5
/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000041.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000049.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000057.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000065.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000053.png,0.5
/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000049.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000057.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000065.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000073.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000061.png,0.5
/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000057.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000065.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000073.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000081.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000069.png,0.5
/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000065.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000073.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000081.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000089.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000077.png,0.5
/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000073.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000081.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000089.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000097.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000085.png,0.5
/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000081.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000089.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000097.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000105.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000093.png,0.5
/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000089.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000097.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000105.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000113.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000101.png,0.5
/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000097.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000105.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000113.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000121.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000109.png,0.5
/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000105.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000113.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000121.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000129.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000117.png,0.5
/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000113.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000121.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000129.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000137.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000125.png,0.5
/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000121.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000129.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000137.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000145.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000133.png,0.5
/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000129.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000137.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000145.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000153.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000141.png,0.5
/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000137.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000145.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000153.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000161.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000149.png,0.5
/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000145.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000153.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000161.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000169.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000157.png,0.5
/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000153.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000161.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000169.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000177.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000165.png,0.5
/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000161.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000169.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000177.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000185.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000173.png,0.5
/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000169.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000177.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000185.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000193.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000181.png,0.5
/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000177.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000185.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000193.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000201.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000189.png,0.5
/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000185.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000193.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000201.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000209.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000197.png,0.5
/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000193.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000201.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000209.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000217.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000205.png,0.5
/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000201.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000209.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000217.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000225.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000213.png,0.5
/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000209.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000217.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000225.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000233.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000221.png,0.5
/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000217.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000225.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000233.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000241.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000229.png,0.5
/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000225.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000233.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000241.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000249.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000237.png,0.5
/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000233.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000241.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000249.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000257.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000245.png,0.5
/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000241.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000249.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000257.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000265.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000253.png,0.5
/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000249.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000257.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000265.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000273.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000261.png,0.5
/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000257.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000265.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000273.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000281.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000269.png,0.5
/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000265.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000273.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000281.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000289.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000277.png,0.5
/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000273.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000281.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000289.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000297.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000285.png,0.5
/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000281.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000289.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000297.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000305.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000293.png,0.5
/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000289.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000297.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000305.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000313.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000301.png,0.5
/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000297.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000305.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000313.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000321.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000309.png,0.5
/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000305.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000313.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000321.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000329.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000317.png,0.5
/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000313.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000321.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000329.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000337.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000325.png,0.5
/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000321.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000329.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000337.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000345.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000333.png,0.5
/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000329.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000337.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000345.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000353.png,/media/data/saikat/go_pro/GOPRO_Large_all/test/GOPR0384_11_00/000341.png,0.5
